iteration,current_objective,best_objective,current_total_weight
1240,19061,19109,2499
1241,19061,19109,2499
1242,19061,19109,2499
1243,19061,19109,2499
1244,19061,19109,2499
1245,19061,19109,2499
1246,19061,19109,2499
1247,19061,19109,2499
1248,19061,19109,2499
1249,19061,19109,2499
1250,19061,19109,2499
1251,19061,19109,2499
1252,19061,19109,2499
1253,19061,19109,2499
1254,19061,19109,2499
1255,19061,19109,2499
1256,19061,19109,2499
1257,19061,19109,2499
1258,19061,19109,2499
1259,19061,19109,2499
1260,19061,19109,2499
1261,19061,19109,2499
1262,19061,19109,2499
1263,19061,19109,2499
1264,19061,19109,2499
1265,19061,19109,2499
1266,19061,19109,2499
1267,19061,19109,2499
1268,19061,19109,2499
1269,19061,19109,2499
1270,19061,19109,2499
1271,19061,19109,2499
1272,19061,19109,2499
1273,19061,19109,2499
1274,19061,19109,2499
1275,19061,19109,2499
1276,19061,19109,2499
1277,19061,19109,2499
1278,19061,19109,2499
1279,19061,19109,2499
1280,19061,19109,2499
1281,19061,19109,2499
1282,19061,19109,2499
1283,19061,19109,2499
1284,19061,19109,2499
1285,19061,19109,2499
1286,19061,19109,2499
1287,19061,19109,2499
1288,19061,19109,2499
1289,19061,19109,2499
1290,19061,19109,2499
1291,19061,19109,2499
1292,19061,19109,2499
1293,19061,19109,2499
1294,19061,19109,2499
1295,19061,19109,2499
1296,19061,19109,2499
1297,19061,19109,2499
1298,19061,19109,2499
1299,19061,19109,2499
1300,19061,19109,2499
1301,19061,19109,2499
1302,19061,19109,2499
1303,19061,19109,2499
1304,19061,19109,2499
1305,19061,19109,2499
1306,19061,19109,2499
1307,19061,19109,2499
1308,19061,19109,2499
1309,19061,19109,2499
1310,19061,19109,2499
1311,19061,19109,2499
1312,19061,19109,2499
1313,19061,19109,2499
1314,19061,19109,2499
1315,19061,19109,2499
1316,19061,19109,2499
1317,20015,20015,2525
1318,20015,20015,2525
1319,20015,20015,2525
1320,20015,20015,2525
1321,20015,20015,2525
1322,20015,20015,2525
1323,20015,20015,2525
1324,20015,20015,2525
1325,20015,20015,2525
1326,20015,20015,2525
1327,20015,20015,2525
1328,20015,20015,2525
1329,20015,20015,2525
1330,20015,20015,2525
1331,20015,20015,2525
1332,20015,20015,2525
1333,20015,20015,2525
1334,20015,20015,2525
1335,20015,20015,2525
1336,20015,20015,2525
1337,20015,20015,2525
1338,20015,20015,2525
1339,20015,20015,2525
1340,20015,20015,2525
1341,20015,20015,2525
1342,20015,20015,2525
1343,20015,20015,2525
1344,20015,20015,2525
1345,20015,20015,2525
1346,20015,20015,2525
1347,20015,20015,2525
1348,20015,20015,2525
1349,20015,20015,2525
1350,20015,20015,2525
1351,20015,20015,2525
1352,20015,20015,2525
1353,20015,20015,2525
1354,20015,20015,2525
1355,20015,20015,2525
1356,20015,20015,2525
1357,20015,20015,2525
1358,20015,20015,2525
1359,20015,20015,2525
1360,20015,20015,2525
1361,20015,20015,2525
1362,20015,20015,2525
1363,20015,20015,2525
1364,20015,20015,2525
1365,20015,20015,2525
1366,20015,20015,2525
1367,20015,20015,2525
1368,20015,20015,2525
1369,20015,20015,2525
1370,20015,20015,2525
1371,20015,20015,2525
1372,20015,20015,2525
1373,20015,20015,2525
1374,20015,20015,2525
1375,20015,20015,2525
1376,20015,20015,2525
1377,20015,20015,2525
1378,20015,20015,2525
1379,20015,20015,2525
1380,20015,20015,2525
1381,20015,20015,2525
1382,20015,20015,2525
1383,20015,20015,2525
1384,20015,20015,2525
1385,20015,20015,2525
1386,20015,20015,2525
1387,20015,20015,2525
1388,20015,20015,2525
1389,20015,20015,2525
1390,20015,20015,2525
1391,20015,20015,2525
1392,20117,20117,2541
1393,20117,20117,2541
1394,20117,20117,2541
1395,20117,20117,2541
1396,20117,20117,2541
1397,20117,20117,2541
1398,20117,20117,2541
1399,20117,20117,2541
1400,20117,20117,2541
1401,20117,20117,2541
1402,20117,20117,2541
1403,20117,20117,2541
1404,20117,20117,2541
1405,20117,20117,2541
1406,20117,20117,2541
1407,20117,20117,2541
1408,20117,20117,2541
1409,20117,20117,2541
1410,20117,20117,2541
1411,20117,20117,2541
1412,20117,20117,2541
1413,20117,20117,2541
1414,20117,20117,2541
1415,20117,20117,2541
1416,20117,20117,2541
1417,20117,20117,2541
1418,20117,20117,2541
1419,20117,20117,2541
1420,20117,20117,2541
1421,20117,20117,2541
1422,20117,20117,2541
1423,20117,20117,2541
1424,20117,20117,2541
1425,20117,20117,2541
1426,20117,20117,2541
1427,20117,20117,2541
1428,20117,20117,2541
1429,20117,20117,2541
1430,20117,20117,2541
1431,20117,20117,2541
1432,20117,20117,2541
1433,20117,20117,2541
1434,20117,20117,2541
1435,20117,20117,2541
1436,20117,20117,2541
1437,20117,20117,2541
1438,20117,20117,2541
1439,20117,20117,2541
1440,20117,20117,2541
1441,20117,20117,2541
1442,20117,20117,2541
1443,20117,20117,2541
1444,20117,20117,2541
1445,20117,20117,2541
1446,20117,20117,2541
1447,20117,20117,2541
1448,20117,20117,2541
1449,20117,20117,2541
1450,20117,20117,2541
1451,20117,20117,2541
1452,20117,20117,2541
1453,20117,20117,2541
1454,20117,20117,2541
1455,20117,20117,2541
1456,20117,20117,2541
1457,20117,20117,2541
1458,20117,20117,2541
1459,20117,20117,2541
1460,20117,20117,2541
1461,20117,20117,2541
1462,20117,20117,2541
1463,20117,20117,2541
1464,20117,20117,2541
1465,20117,20117,2541
1466,20117,20117,2541
1467,20117,20117,2541
1468,20117,20117,2541
1469,20117,20117,2541
1470,20117,20117,2541
1471,20117,20117,2541
1472,20117,20117,2541
1473,20117,20117,2541
1474,20117,20117,2541
1475,20117,20117,2541
1476,20117,20117,2541
1477,20117,20117,2541
1478,20117,20117,2541
1479,20117,20117,2541
1480,20117,20117,2541
1481,20117,20117,2541
1482,20117,20117,2541
1483,20117,20117,2541
1484,20117,20117,2541
1485,20117,20117,2541
1486,20117,20117,2541
1487,20117,20117,2541
1488,20117,20117,2541
1489,20117,20117,2541
1490,20117,20117,2541
1491,20117,20117,2541
1492,20117,20117,2541
1493,20117,20117,2541
1494,20117,20117,2541
1495,20117,20117,2541
1496,20117,20117,2541
1497,20117,20117,2541
1498,20117,20117,2541
1499,20117,20117,2541
1500,20117,20117,2541
1501,20117,20117,2541
1502,20117,20117,2541
1503,20117,20117,2541
1504,20117,20117,2541
1505,20117,20117,2541
1506,20117,20117,2541
1507,20117,20117,2541
1508,20117,20117,2541
1509,20117,20117,2541
1510,20117,20117,2541
1511,20117,20117,2541
1512,20117,20117,2541
1513,20117,20117,2541
1514,20117,20117,2541
1515,20117,20117,2541
1516,20117,20117,2541
1517,20117,20117,2541
1518,20117,20117,2541
1519,20117,20117,2541
1520,20117,20117,2541
1521,20117,20117,2541
1522,20117,20117,2541
1523,20117,20117,2541
1524,20117,20117,2541
1525,20117,20117,2541
1526,20117,20117,2541
1527,20117,20117,2541
1528,20117,20117,2541
1529,20117,20117,2541
1530,20117,20117,2541
1531,20117,20117,2541
1532,20117,20117,2541
1533,20117,20117,2541
1534,20117,20117,2541
1535,20117,20117,2541
1536,20117,20117,2541
1537,20117,20117,2541
1538,20117,20117,2541
1539,20117,20117,2541
1540,20117,20117,2541
1541,20117,20117,2541
1542,20117,20117,2541
1543,20117,20117,2541
1544,20117,20117,2541
1545,20117,20117,2541
1546,20117,20117,2541
1547,20117,20117,2541
1548,20117,20117,2541
1549,20117,20117,2541
1550,20117,20117,2541
1551,20117,20117,2541
1552,20117,20117,2541
1553,20117,20117,2541
1554,20117,20117,2541
1555,20117,20117,2541
1556,20117,20117,2541
1557,20117,20117,2541
1558,20117,20117,2541
1559,20117,20117,2541
1560,20117,20117,2541
1561,20117,20117,2541
1562,20117,20117,2541
1563,20117,20117,2541
1564,20117,20117,2541
1565,20117,20117,2541
1566,20117,20117,2541
1567,20117,20117,2541
1568,20117,20117,2541
1569,20117,20117,2541
1570,20117,20117,2541
1571,20117,20117,2541
1572,20117,20117,2541
1573,20117,20117,2541
1574,20117,20117,2541
1575,20117,20117,2541
1576,20117,20117,2541
1577,20117,20117,2541
1578,20117,20117,2541
1579,20117,20117,2541
1580,20117,20117,2541
1581,20117,20117,2541
1582,20117,20117,2541
1583,20117,20117,2541
1584,20117,20117,2541
1585,20117,20117,2541
1586,20117,20117,2541
1587,20117,20117,2541
1588,20117,20117,2541
1589,20117,20117,2541
1590,20117,20117,2541
1591,20117,20117,2541
1592,20117,20117,2541
1593,20117,20117,2541
1594,20117,20117,2541
1595,20117,20117,2541
1596,20117,20117,2541
1597,20117,20117,2541
1598,20117,20117,2541
1599,20117,20117,2541
1600,20117,20117,2541
1601,20117,20117,2541
1602,20117,20117,2541
1603,20117,20117,2541
1604,20117,20117,2541
1605,20117,20117,2541
1606,20117,20117,2541
1607,20117,20117,2541
1608,20117,20117,2541
1609,20117,20117,2541
1610,20117,20117,2541
1611,20117,20117,2541
1612,20117,20117,2541
1613,20117,20117,2541
1614,20117,20117,2541
1615,20117,20117,2541
1616,20117,20117,2541
1617,20117,20117,2541
1618,20117,20117,2541
1619,20117,20117,2541
1620,20117,20117,2541
1621,20117,20117,2541
1622,20117,20117,2541
1623,20117,20117,2541
1624,20117,20117,2541
1625,20117,20117,2541
1626,20117,20117,2541
1627,20117,20117,2541
1628,20117,20117,2541
1629,20117,20117,2541
1630,20117,20117,2541
1631,20117,20117,2541
1632,20117,20117,2541
1633,20117,20117,2541
1634,20117,20117,2541
1635,20117,20117,2541
1636,20117,20117,2541
1637,20117,20117,2541
1638,20117,20117,2541
1639,20117,20117,2541
1640,20117,20117,2541
1641,20117,20117,2541
1642,20117,20117,2541
1643,20117,20117,2541
1644,20117,20117,2541
1645,20117,20117,2541
1646,20117,20117,2541
1647,20117,20117,2541
1648,20117,20117,2541
1649,20117,20117,2541
1650,20117,20117,2541
1651,20117,20117,2541
1652,20117,20117,2541
1653,20117,20117,2541
1654,20117,20117,2541
1655,20117,20117,2541
1656,20117,20117,2541
1657,20117,20117,2541
1658,20117,20117,2541
1659,20117,20117,2541
1660,20117,20117,2541
1661,20117,20117,2541
1662,20117,20117,2541
1663,20117,20117,2541
1664,20117,20117,2541
1665,20117,20117,2541
1666,20117,20117,2541
1667,20117,20117,2541
1668,20117,20117,2541
1669,20117,20117,2541
1670,20117,20117,2541
1671,20117,20117,2541
1672,20117,20117,2541
1673,20117,20117,2541
1674,20117,20117,2541
1675,20117,20117,2541
1676,20117,20117,2541
1677,20117,20117,2541
1678,20117,20117,2541
1679,20117,20117,2541
1680,20117,20117,2541
1681,20117,20117,2541
1682,20117,20117,2541
1683,20117,20117,2541
1684,20117,20117,2541
1685,20117,20117,2541
1686,20117,20117,2541
1687,20117,20117,2541
1688,20117,20117,2541
1689,20117,20117,2541
1690,20117,20117,2541
1691,20117,20117,2541
1692,20117,20117,2541
1693,20117,20117,2541
1694,20117,20117,2541
1695,20117,20117,2541
1696,20117,20117,2541
1697,20117,20117,2541
1698,20117,20117,2541
1699,20117,20117,2541
1700,20117,20117,2541
1701,20117,20117,2541
1702,20117,20117,2541
1703,20117,20117,2541
1704,20117,20117,2541
1705,20117,20117,2541
1706,20117,20117,2541
1707,20117,20117,2541
1708,20117,20117,2541
1709,20117,20117,2541
1710,20117,20117,2541
1711,20117,20117,2541
1712,20117,20117,2541
1713,20117,20117,2541
1714,20117,20117,2541
1715,20117,20117,2541
1716,20117,20117,2541
1717,20117,20117,2541
1718,20117,20117,2541
1719,20117,20117,2541
1720,20117,20117,2541
1721,20117,20117,2541
1722,20117,20117,2541
1723,20117,20117,2541
1724,20117,20117,2541
1725,20117,20117,2541
1726,20117,20117,2541
1727,20117,20117,2541
1728,20117,20117,2541
1729,20117,20117,2541
1730,20117,20117,2541
1731,20117,20117,2541
1732,20117,20117,2541
1733,20117,20117,2541
1734,20117,20117,2541
1735,20117,20117,2541
1736,20117,20117,2541
1737,20117,20117,2541
1738,20117,20117,2541
1739,20117,20117,2541
1740,20117,20117,2541
1741,20117,20117,2541
1742,20117,20117,2541
1743,20117,20117,2541
1744,20117,20117,2541
1745,20117,20117,2541
1746,20117,20117,2541
1747,20117,20117,2541
1748,20117,20117,2541
1749,20117,20117,2541
1750,20117,20117,2541
1751,20117,20117,2541
1752,20117,20117,2541
1753,20117,20117,2541
1754,20117,20117,2541
1755,20117,20117,2541
1756,20117,20117,2541
1757,20117,20117,2541
1758,20117,20117,2541
1759,20117,20117,2541
1760,20117,20117,2541
1761,20117,20117,2541
1762,20174,20174,2448
1763,20174,20174,2448
1764,20174,20174,2448
1765,20174,20174,2448
1766,20174,20174,2448
1767,20174,20174,2448
1768,20174,20174,2448
1769,20174,20174,2448
1770,20174,20174,2448
1771,20174,20174,2448
1772,20174,20174,2448
1773,20174,20174,2448
1774,20174,20174,2448
1775,20174,20174,2448
1776,20174,20174,2448
1777,20174,20174,2448
1778,20174,20174,2448
1779,20174,20174,2448
1780,20174,20174,2448
1781,20174,20174,2448
1782,20174,20174,2448
1783,20174,20174,2448
1784,20174,20174,2448
1785,20174,20174,2448
1786,20174,20174,2448
1787,20174,20174,2448
1788,20174,20174,2448
1789,20174,20174,2448
1790,20174,20174,2448
1791,20174,20174,2448
1792,20174,20174,2448
1793,20174,20174,2448
1794,20174,20174,2448
1795,20174,20174,2448
1796,20174,20174,2448
1797,20174,20174,2448
1798,20174,20174,2448
1799,20174,20174,2448
1800,20174,20174,2448
1801,20174,20174,2448
1802,20174,20174,2448
1803,20174,20174,2448
1804,20253,20253,2536
1805,20253,20253,2536
1806,20253,20253,2536
1807,20253,20253,2536
1808,20253,20253,2536
1809,20253,20253,2536
1810,20253,20253,2536
1811,20253,20253,2536
1812,20253,20253,2536
1813,20253,20253,2536
1814,20253,20253,2536
1815,20253,20253,2536
1816,20253,20253,2536
1817,20253,20253,2536
1818,20253,20253,2536
1819,20253,20253,2536
1820,20253,20253,2536
1821,20253,20253,2536
1822,20253,20253,2536
1823,20253,20253,2536
1824,20253,20253,2536
1825,20253,20253,2536
1826,20253,20253,2536
1827,20253,20253,2536
1828,20253,20253,2536
1829,20253,20253,2536
1830,20253,20253,2536
1831,20253,20253,2536
1832,20253,20253,2536
1833,20253,20253,2536
1834,20253,20253,2536
1835,20253,20253,2536
1836,20439,20439,2510
1837,20439,20439,2510
1838,20439,20439,2510
1839,20603,20603,2522
1840,20603,20603,2522
1841,20603,20603,2522
1842,20603,20603,2522
1843,20603,20603,2522
1844,20603,20603,2522
1845,20603,20603,2522
1846,20603,20603,2522
1847,20603,20603,2522
1848,20603,20603,2522
1849,20603,20603,2522
1850,20603,20603,2522
1851,20603,20603,2522
1852,20603,20603,2522
1853,20603,20603,2522
1854,20603,20603,2522
1855,20603,20603,2522
1856,20603,20603,2522
1857,20603,20603,2522
1858,20603,20603,2522
1859,20603,20603,2522
1860,20603,20603,2522
1861,20603,20603,2522
1862,20603,20603,2522
1863,20603,20603,2522
1864,20603,20603,2522
1865,20603,20603,2522
1866,20603,20603,2522
1867,20603,20603,2522
1868,20603,20603,2522
1869,20603,20603,2522
1870,20603,20603,2522
1871,20603,20603,2522
1872,20603,20603,2522
1873,20603,20603,2522
1874,20603,20603,2522
1875,20603,20603,2522
1876,20603,20603,2522
1877,20603,20603,2522
1878,20603,20603,2522
1879,20603,20603,2522
1880,20603,20603,2522
1881,20603,20603,2522
1882,20603,20603,2522
1883,20603,20603,2522
1884,20603,20603,2522
1885,20603,20603,2522
1886,20603,20603,2522
1887,20603,20603,2522
1888,20603,20603,2522
1889,20603,20603,2522
1890,20603,20603,2522
1891,20603,20603,2522
1892,20603,20603,2522
1893,20603,20603,2522
1894,20603,20603,2522
1895,20603,20603,2522
1896,20603,20603,2522
1897,20603,20603,2522
1898,20603,20603,2522
1899,20603,20603,2522
1900,20603,20603,2522
1901,20603,20603,2522
1902,20603,20603,2522
1903,20603,20603,2522
1904,20603,20603,2522
1905,20603,20603,2522
1906,20603,20603,2522
1907,20603,20603,2522
1908,20603,20603,2522
1909,20603,20603,2522
1910,20603,20603,2522
1911,20603,20603,2522
1912,20603,20603,2522
1913,20603,20603,2522
1914,20603,20603,2522
1915,20603,20603,2522
1916,20603,20603,2522
1917,20603,20603,2522
1918,20603,20603,2522
1919,20603,20603,2522
1920,20603,20603,2522
1921,20603,20603,2522
1922,20603,20603,2522
1923,20603,20603,2522
1924,20603,20603,2522
1925,20603,20603,2522
1926,20603,20603,2522
1927,20603,20603,2522
1928,20603,20603,2522
1929,20603,20603,2522
1930,20603,20603,2522
1931,20603,20603,2522
1932,20603,20603,2522
1933,20603,20603,2522
1934,20603,20603,2522
1935,20603,20603,2522
1936,20603,20603,2522
1937,20603,20603,2522
1938,20603,20603,2522
1939,20603,20603,2522
1940,20612,20612,2542
1941,20612,20612,2542
1942,20612,20612,2542
1943,20612,20612,2542
1944,20612,20612,2542
1945,20612,20612,2542
1946,20612,20612,2542
1947,20612,20612,2542
1948,20612,20612,2542
1949,20612,20612,2542
1950,20612,20612,2542
1951,20612,20612,2542
1952,20612,20612,2542
1953,20612,20612,2542
1954,20612,20612,2542
1955,20612,20612,2542
1956,20612,20612,2542
1957,20612,20612,2542
1958,20612,20612,2542
1959,20612,20612,2542
1960,20612,20612,2542
1961,20612,20612,2542
1962,20612,20612,2542
1963,20612,20612,2542
1964,20612,20612,2542
1965,20612,20612,2542
1966,20612,20612,2542
1967,20612,20612,2542
1968,20612,20612,2542
1969,20612,20612,2542
1970,20612,20612,2542
1971,20612,20612,2542
1972,20612,20612,2542
1973,20612,20612,2542
1974,20612,20612,2542
1975,20612,20612,2542
1976,20612,20612,2542
1977,20612,20612,2542
1978,20612,20612,2542
1979,20612,20612,2542
1980,20612,20612,2542
1981,20612,20612,2542
1982,20612,20612,2542
1983,20612,20612,2542
1984,20612,20612,2542
1985,20612,20612,2542
1986,20612,20612,2542
1987,20612,20612,2542
1988,20612,20612,2542
1989,20612,20612,2542
1990,20612,20612,2542
1991,20612,20612,2542
1992,20612,20612,2542
1993,20612,20612,2542
1994,20612,20612,2542
1995,20612,20612,2542
1996,20612,20612,2542
1997,20612,20612,2542
1998,20612,20612,2542
1999,20612,20612,2542
2000,20612,20612,2542
2001,20612,20612,2542
2002,20612,20612,2542
2003,20612,20612,2542
2004,20612,20612,2542
2005,20612,20612,2542
2006,20612,20612,2542
2007,20612,20612,2542
2008,20612,20612,2542
2009,20612,20612,2542
2010,20612,20612,2542
2011,20612,20612,2542
2012,20612,20612,2542
2013,20612,20612,2542
2014,20612,20612,2542
2015,20612,20612,2542
2016,20612,20612,2542
2017,20612,20612,2542
2018,20612,20612,2542
2019,20612,20612,2542
2020,20612,20612,2542
2021,20612,20612,2542
2022,20612,20612,2542
2023,20612,20612,2542
2024,20612,20612,2542
2025,20612,20612,2542
2026,20612,20612,2542
2027,20612,20612,2542
2028,20612,20612,2542
2029,20612,20612,2542
2030,20612,20612,2542
2031,20659,20659,2470
2032,20659,20659,2470
2033,20659,20659,2470
2034,20659,20659,2470
2035,20659,20659,2470
2036,20659,20659,2470
2037,20659,20659,2470
2038,20659,20659,2470
2039,20659,20659,2470
2040,20659,20659,2470
2041,20659,20659,2470
2042,20659,20659,2470
2043,20659,20659,2470
2044,21136,21136,2504
2045,21136,21136,2504
2046,21136,21136,2504
2047,21136,21136,2504
2048,21136,21136,2504
2049,21136,21136,2504
2050,21136,21136,2504
2051,21136,21136,2504
2052,21136,21136,2504
2053,21136,21136,2504
2054,21264,21264,2519
2055,21264,21264,2519
2056,21264,21264,2519
2057,21264,21264,2519
2058,21264,21264,2519
2059,21264,21264,2519
2060,21264,21264,2519
2061,21264,21264,2519
2062,21264,21264,2519
2063,21264,21264,2519
2064,21264,21264,2519
2065,21264,21264,2519
2066,21264,21264,2519
2067,21264,21264,2519
2068,21264,21264,2519
2069,21264,21264,2519
2070,21264,21264,2519
2071,21264,21264,2519
2072,21264,21264,2519
2073,21264,21264,2519
2074,21264,21264,2519
2075,21264,21264,2519
2076,21264,21264,2519
2077,21264,21264,2519
2078,21264,21264,2519
2079,21264,21264,2519
2080,21264,21264,2519
2081,21264,21264,2519
2082,21264,21264,2519
2083,21264,21264,2519
2084,21264,21264,2519
2085,21264,21264,2519
2086,21264,21264,2519
2087,21264,21264,2519
2088,21264,21264,2519
2089,21264,21264,2519
2090,21264,21264,2519
2091,21264,21264,2519
2092,21264,21264,2519
2093,21264,21264,2519
2094,21264,21264,2519
2095,21264,21264,2519
2096,21264,21264,2519
2097,21264,21264,2519
2098,21264,21264,2519
2099,21264,21264,2519
2100,21264,21264,2519
2101,21264,21264,2519
2102,21264,21264,2519
2103,21264,21264,2519
2104,21264,21264,2519
2105,21264,21264,2519
2106,21264,21264,2519
2107,21264,21264,2519
2108,21264,21264,2519
2109,21264,21264,2519
2110,21264,21264,2519
2111,21264,21264,2519
2112,21264,21264,2519
2113,21264,21264,2519
2114,21264,21264,2519
2115,21264,21264,2519
2116,21264,21264,2519
2117,21264,21264,2519
2118,21264,21264,2519
2119,21264,21264,2519
2120,21264,21264,2519
2121,21264,21264,2519
2122,21264,21264,2519
2123,21264,21264,2519
2124,21583,21583,2529
2125,21583,21583,2529
2126,21583,21583,2529
2127,21583,21583,2529
2128,21583,21583,2529
2129,21583,21583,2529
2130,21583,21583,2529
2131,21583,21583,2529
2132,21583,21583,2529
2133,21583,21583,2529
2134,21583,21583,2529
2135,21583,21583,2529
2136,21583,21583,2529
2137,21583,21583,2529
2138,21583,21583,2529
2139,21583,21583,2529
2140,21583,21583,2529
2141,21583,21583,2529
2142,21583,21583,2529
2143,21583,21583,2529
2144,21583,21583,2529
2145,21583,21583,2529
2146,21583,21583,2529
2147,21583,21583,2529
2148,21583,21583,2529
2149,21583,21583,2529
2150,21583,21583,2529
2151,21583,21583,2529
2152,21583,21583,2529
2153,21583,21583,2529
2154,21583,21583,2529
2155,21583,21583,2529
2156,21583,21583,2529
2157,21583,21583,2529
2158,21583,21583,2529
2159,21583,21583,2529
2160,21583,21583,2529
2161,21671,21671,2541
2162,21671,21671,2541
2163,21671,21671,2541
2164,21671,21671,2541
2165,21671,21671,2541
2166,21671,21671,2541
2167,21671,21671,2541
2168,21671,21671,2541
2169,21671,21671,2541
2170,21671,21671,2541
2171,21671,21671,2541
2172,21671,21671,2541
2173,21671,21671,2541
2174,21671,21671,2541
2175,21671,21671,2541
2176,21671,21671,2541
2177,21671,21671,2541
2178,21671,21671,2541
2179,21671,21671,2541
2180,21671,21671,2541
2181,21671,21671,2541
2182,21671,21671,2541
2183,21671,21671,2541
2184,21671,21671,2541
2185,21671,21671,2541
2186,21671,21671,2541
2187,21671,21671,2541
2188,21671,21671,2541
2189,21671,21671,2541
2190,21671,21671,2541
2191,21671,21671,2541
2192,21671,21671,2541
2193,21671,21671,2541
2194,21671,21671,2541
2195,21671,21671,2541
2196,21671,21671,2541
2197,21671,21671,2541
2198,21671,21671,2541
2199,21671,21671,2541
2200,21671,21671,2541
2201,21671,21671,2541
2202,21671,21671,2541
2203,21671,21671,2541
2204,21671,21671,2541
2205,21671,21671,2541
2206,21671,21671,2541
2207,21671,21671,2541
2208,21671,21671,2541
2209,21671,21671,2541
2210,21671,21671,2541
2211,21671,21671,2541
2212,21671,21671,2541
2213,21671,21671,2541
2214,21671,21671,2541
2215,21671,21671,2541
2216,21671,21671,2541
2217,21671,21671,2541
2218,21671,21671,2541
2219,21671,21671,2541
2220,21671,21671,2541
2221,21671,21671,2541
2222,21671,21671,2541
2223,21671,21671,2541
2224,21671,21671,2541
2225,21671,21671,2541
2226,21671,21671,2541
2227,21671,21671,2541
2228,21671,21671,2541
2229,21671,21671,2541
2230,21671,21671,2541
2231,21671,21671,2541
2232,21671,21671,2541
2233,21671,21671,2541
2234,21671,21671,2541
2235,21671,21671,2541
2236,21671,21671,2541
2237,21671,21671,2541
2238,21671,21671,2541
2239,21671,21671,2541
2240,21671,21671,2541
2241,21671,21671,2541
2242,21671,21671,2541
2243,21671,21671,2541
2244,21671,21671,2541
2245,21671,21671,2541
2246,21671,21671,2541
2247,21671,21671,2541
2248,21671,21671,2541
2249,21671,21671,2541
2250,21671,21671,2541
2251,21671,21671,2541
2252,21671,21671,2541
2253,21671,21671,2541
2254,21671,21671,2541
2255,21671,21671,2541
2256,21671,21671,2541
2257,21671,21671,2541
2258,21671,21671,2541
2259,21671,21671,2541
2260,21671,21671,2541
2261,21671,21671,2541
2262,21671,21671,2541
2263,21671,21671,2541
2264,21671,21671,2541
2265,21671,21671,2541
2266,21671,21671,2541
2267,21671,21671,2541
2268,21671,21671,2541
2269,21671,21671,2541
2270,21671,21671,2541
2271,21671,21671,2541
2272,21671,21671,2541
2273,21671,21671,2541
2274,21671,21671,2541
2275,21671,21671,2541
2276,21671,21671,2541
2277,21671,21671,2541
2278,21671,21671,2541
2279,21671,21671,2541
2280,21671,21671,2541
2281,21671,21671,2541
2282,21671,21671,2541
2283,21671,21671,2541
2284,21671,21671,2541
2285,21671,21671,2541
2286,21671,21671,2541
2287,21671,21671,2541
2288,21671,21671,2541
2289,21671,21671,2541
2290,21671,21671,2541
2291,21671,21671,2541
2292,21671,21671,2541
2293,21671,21671,2541
2294,21671,21671,2541
2295,21671,21671,2541
2296,21671,21671,2541
2297,21671,21671,2541
2298,21671,21671,2541
2299,21671,21671,2541
2300,21671,21671,2541
2301,21671,21671,2541
2302,21671,21671,2541
2303,21671,21671,2541
2304,21671,21671,2541
2305,21671,21671,2541
2306,21671,21671,2541
2307,21671,21671,2541
2308,21671,21671,2541
2309,21671,21671,2541
2310,21671,21671,2541
2311,21671,21671,2541
2312,21671,21671,2541
2313,21671,21671,2541
2314,21671,21671,2541
2315,21671,21671,2541
2316,21671,21671,2541
2317,21671,21671,2541
2318,21671,21671,2541
2319,21671,21671,2541
2320,21671,21671,2541
2321,21671,21671,2541
2322,21671,21671,2541
2323,21671,21671,2541
2324,21671,21671,2541
2325,21671,21671,2541
2326,21671,21671,2541
2327,21671,21671,2541
2328,21671,21671,2541
2329,21671,21671,2541
2330,21671,21671,2541
2331,21671,21671,2541
2332,21671,21671,2541
2333,21671,21671,2541
2334,21671,21671,2541
2335,21671,21671,2541
2336,21671,21671,2541
2337,21671,21671,2541
2338,21671,21671,2541
2339,21671,21671,2541
2340,21671,21671,2541
2341,21671,21671,2541
2342,21671,21671,2541
2343,21671,21671,2541
2344,21671,21671,2541
2345,21671,21671,2541
2346,21671,21671,2541
2347,21671,21671,2541
2348,21671,21671,2541
2349,21671,21671,2541
2350,21671,21671,2541
2351,21671,21671,2541
2352,21671,21671,2541
2353,21671,21671,2541
2354,21671,21671,2541
2355,21671,21671,2541
2356,21671,21671,2541
2357,21671,21671,2541
2358,21671,21671,2541
2359,21671,21671,2541
2360,21671,21671,2541
2361,21671,21671,2541
2362,21671,21671,2541
2363,21671,21671,2541
2364,21671,21671,2541
2365,21671,21671,2541
2366,21671,21671,2541
2367,21671,21671,2541
2368,21671,21671,2541
2369,21671,21671,2541
2370,21671,21671,2541
2371,21671,21671,2541
2372,21671,21671,2541
2373,21671,21671,2541
2374,21671,21671,2541
2375,21671,21671,2541
2376,21671,21671,2541
2377,21671,21671,2541
2378,21671,21671,2541
2379,21671,21671,2541
2380,21671,21671,2541
2381,21671,21671,2541
2382,21671,21671,2541
2383,21671,21671,2541
2384,21671,21671,2541
2385,21671,21671,2541
2386,21671,21671,2541
2387,21671,21671,2541
2388,21671,21671,2541
2389,21671,21671,2541
2390,21671,21671,2541
2391,21671,21671,2541
2392,21693,21693,2532
2393,21693,21693,2532
2394,21693,21693,2532
2395,21693,21693,2532
2396,21693,21693,2532
2397,21693,21693,2532
2398,21693,21693,2532
2399,21693,21693,2532
2400,21693,21693,2532
2401,21693,21693,2532
2402,21693,21693,2532
2403,21693,21693,2532
