iteration,current_objective,best_objective,current_total_weight
2404,21693,21693,2532
2405,21693,21693,2532
2406,21693,21693,2532
2407,21693,21693,2532
2408,21693,21693,2532
2409,21693,21693,2532
2410,21693,21693,2532
2411,21693,21693,2532
2412,21693,21693,2532
2413,21693,21693,2532
2414,21693,21693,2532
2415,21693,21693,2532
2416,21693,21693,2532
2417,21693,21693,2532
2418,21693,21693,2532
2419,21693,21693,2532
2420,21693,21693,2532
2421,22484,22484,2541
2422,22484,22484,2541
2423,22484,22484,2541
2424,22484,22484,2541
2425,22484,22484,2541
2426,22484,22484,2541
2427,22484,22484,2541
2428,22484,22484,2541
2429,22484,22484,2541
2430,22484,22484,2541
2431,22484,22484,2541
2432,22484,22484,2541
2433,22484,22484,2541
2434,22484,22484,2541
2435,22484,22484,2541
2436,22484,22484,2541
2437,22484,22484,2541
2438,22484,22484,2541
2439,22484,22484,2541
2440,22484,22484,2541
2441,22484,22484,2541
2442,22484,22484,2541
2443,22484,22484,2541
2444,22484,22484,2541
2445,22484,22484,2541
2446,22484,22484,2541
2447,22484,22484,2541
2448,22484,22484,2541
2449,22484,22484,2541
2450,22484,22484,2541
2451,22484,22484,2541
2452,22484,22484,2541
2453,22484,22484,2541
2454,22484,22484,2541
2455,22484,22484,2541
2456,22484,22484,2541
2457,22484,22484,2541
2458,22484,22484,2541
2459,22484,22484,2541
2460,22484,22484,2541
2461,22484,22484,2541
2462,22484,22484,2541
2463,22484,22484,2541
2464,22484,22484,2541
2465,22484,22484,2541
2466,22484,22484,2541
2467,22484,22484,2541
2468,22484,22484,2541
2469,22484,22484,2541
2470,22484,22484,2541
2471,22484,22484,2541
2472,22484,22484,2541
2473,22484,22484,2541
2474,22484,22484,2541
2475,22484,22484,2541
2476,22484,22484,2541
2477,22484,22484,2541
2478,22484,22484,2541
2479,22484,22484,2541
2480,22484,22484,2541
2481,22484,22484,2541
2482,22484,22484,2541
2483,22484,22484,2541
2484,22484,22484,2541
2485,22484,22484,2541
2486,22484,22484,2541
2487,22484,22484,2541
2488,22484,22484,2541
2489,22484,22484,2541
2490,22484,22484,2541
2491,22484,22484,2541
2492,22484,22484,2541
2493,22484,22484,2541
2494,22484,22484,2541
2495,22484,22484,2541
2496,22484,22484,2541
2497,22484,22484,2541
2498,22484,22484,2541
2499,22484,22484,2541
2500,22484,22484,2541
2501,22484,22484,2541
2502,22484,22484,2541
2503,22484,22484,2541
2504,22484,22484,2541
2505,22484,22484,2541
2506,22484,22484,2541
2507,22484,22484,2541
2508,22484,22484,2541
2509,22484,22484,2541
2510,22484,22484,2541
2511,22484,22484,2541
2512,22484,22484,2541
2513,22484,22484,2541
2514,22484,22484,2541
2515,22484,22484,2541
2516,22484,22484,2541
2517,22484,22484,2541
2518,22484,22484,2541
2519,22484,22484,2541
2520,22484,22484,2541
2521,22484,22484,2541
2522,22484,22484,2541
2523,22484,22484,2541
2524,22484,22484,2541
2525,22484,22484,2541
2526,22484,22484,2541
2527,22484,22484,2541
2528,22490,22490,2424
2529,22490,22490,2424
2530,22490,22490,2424
2531,22490,22490,2424
2532,22490,22490,2424
2533,22490,22490,2424
2534,22490,22490,2424
2535,22490,22490,2424
2536,22490,22490,2424
2537,22490,22490,2424
2538,22490,22490,2424
2539,22490,22490,2424
2540,22490,22490,2424
2541,22490,22490,2424
2542,22490,22490,2424
2543,22490,22490,2424
2544,22490,22490,2424
2545,22490,22490,2424
2546,22490,22490,2424
2547,22490,22490,2424
2548,22490,22490,2424
2549,22490,22490,2424
2550,22490,22490,2424
2551,22490,22490,2424
2552,23032,23032,2515
2553,23032,23032,2515
2554,23032,23032,2515
2555,23032,23032,2515
2556,23032,23032,2515
2557,23032,23032,2515
2558,23032,23032,2515
2559,23032,23032,2515
2560,23032,23032,2515
2561,23032,23032,2515
2562,23032,23032,2515
2563,23032,23032,2515
2564,23032,23032,2515
2565,23032,23032,2515
2566,23032,23032,2515
2567,23032,23032,2515
2568,23032,23032,2515
2569,23032,23032,2515
2570,23032,23032,2515
2571,23032,23032,2515
2572,23032,23032,2515
2573,23032,23032,2515
2574,23032,23032,2515
2575,23032,23032,2515
2576,23032,23032,2515
2577,23032,23032,2515
2578,23032,23032,2515
2579,23032,23032,2515
2580,23032,23032,2515
2581,23032,23032,2515
2582,23032,23032,2515
2583,23032,23032,2515
2584,23032,23032,2515
2585,23032,23032,2515
2586,23032,23032,2515
2587,23032,23032,2515
2588,23032,23032,2515
2589,23032,23032,2515
2590,23032,23032,2515
2591,23032,23032,2515
2592,23032,23032,2515
2593,23032,23032,2515
2594,23032,23032,2515
2595,23032,23032,2515
2596,23032,23032,2515
2597,23032,23032,2515
2598,23032,23032,2515
2599,23032,23032,2515
2600,23032,23032,2515
2601,23032,23032,2515
2602,23032,23032,2515
2603,23032,23032,2515
2604,23032,23032,2515
2605,23032,23032,2515
2606,23032,23032,2515
2607,23032,23032,2515
2608,23032,23032,2515
2609,23032,23032,2515
2610,23032,23032,2515
2611,23032,23032,2515
2612,23032,23032,2515
2613,23032,23032,2515
2614,23032,23032,2515
2615,23032,23032,2515
2616,23032,23032,2515
2617,23032,23032,2515
2618,23032,23032,2515
2619,23032,23032,2515
2620,23032,23032,2515
2621,23032,23032,2515
2622,23032,23032,2515
2623,23032,23032,2515
2624,23032,23032,2515
2625,23032,23032,2515
2626,23032,23032,2515
2627,23032,23032,2515
2628,23032,23032,2515
2629,23032,23032,2515
2630,23032,23032,2515
2631,23032,23032,2515
2632,23032,23032,2515
2633,23032,23032,2515
2634,23032,23032,2515
2635,23032,23032,2515
2636,23032,23032,2515
2637,23032,23032,2515
2638,23032,23032,2515
2639,23032,23032,2515
2640,23032,23032,2515
2641,23032,23032,2515
2642,23032,23032,2515
2643,23032,23032,2515
2644,23032,23032,2515
2645,23032,23032,2515
2646,23032,23032,2515
2647,23032,23032,2515
2648,23032,23032,2515
2649,23032,23032,2515
2650,23032,23032,2515
2651,23032,23032,2515
2652,23032,23032,2515
2653,23032,23032,2515
2654,23032,23032,2515
2655,23032,23032,2515
2656,23032,23032,2515
2657,23032,23032,2515
2658,23032,23032,2515
2659,23032,23032,2515
2660,23032,23032,2515
2661,23032,23032,2515
2662,23032,23032,2515
2663,23032,23032,2515
2664,23032,23032,2515
2665,23032,23032,2515
2666,23032,23032,2515
2667,23032,23032,2515
2668,23032,23032,2515
2669,23032,23032,2515
2670,23032,23032,2515
2671,23032,23032,2515
2672,23032,23032,2515
2673,23032,23032,2515
2674,23032,23032,2515
2675,23032,23032,2515
2676,23032,23032,2515
2677,23032,23032,2515
2678,23032,23032,2515
2679,23032,23032,2515
2680,23032,23032,2515
2681,23032,23032,2515
2682,23032,23032,2515
2683,23032,23032,2515
2684,23032,23032,2515
2685,23032,23032,2515
2686,23032,23032,2515
2687,23032,23032,2515
2688,23032,23032,2515
2689,23032,23032,2515
2690,23032,23032,2515
2691,23032,23032,2515
2692,23032,23032,2515
2693,23032,23032,2515
2694,23032,23032,2515
2695,23032,23032,2515
2696,23032,23032,2515
2697,23032,23032,2515
2698,23032,23032,2515
2699,23032,23032,2515
2700,23032,23032,2515
2701,23032,23032,2515
2702,23032,23032,2515
2703,23032,23032,2515
2704,23032,23032,2515
2705,23032,23032,2515
2706,23032,23032,2515
2707,23032,23032,2515
2708,23032,23032,2515
2709,23032,23032,2515
2710,23032,23032,2515
2711,23032,23032,2515
2712,23032,23032,2515
2713,23032,23032,2515
2714,23032,23032,2515
2715,23032,23032,2515
2716,23032,23032,2515
2717,23032,23032,2515
2718,23032,23032,2515
2719,23032,23032,2515
2720,23032,23032,2515
2721,23032,23032,2515
2722,23032,23032,2515
2723,23134,23134,2531
2724,23134,23134,2531
2725,23134,23134,2531
2726,23134,23134,2531
2727,23134,23134,2531
2728,23134,23134,2531
2729,23134,23134,2531
2730,23134,23134,2531
2731,23134,23134,2531
2732,23134,23134,2531
2733,23134,23134,2531
2734,23134,23134,2531
2735,23134,23134,2531
2736,23134,23134,2531
2737,23134,23134,2531
2738,23134,23134,2531
2739,23134,23134,2531
2740,23134,23134,2531
2741,23134,23134,2531
2742,23134,23134,2531
2743,23134,23134,2531
2744,23134,23134,2531
2745,23134,23134,2531
2746,23134,23134,2531
2747,23134,23134,2531
2748,23134,23134,2531
2749,23134,23134,2531
2750,23134,23134,2531
2751,23134,23134,2531
2752,23134,23134,2531
2753,23134,23134,2531
2754,23134,23134,2531
2755,23134,23134,2531
2756,23134,23134,2531
2757,23134,23134,2531
2758,23134,23134,2531
2759,23134,23134,2531
2760,23134,23134,2531
2761,23134,23134,2531
2762,23134,23134,2531
2763,23134,23134,2531
2764,23134,23134,2531
2765,23134,23134,2531
2766,23134,23134,2531
2767,23134,23134,2531
2768,23134,23134,2531
2769,23134,23134,2531
2770,23134,23134,2531
2771,23134,23134,2531
2772,23134,23134,2531
2773,23134,23134,2531
2774,23134,23134,2531
2775,23134,23134,2531
2776,23134,23134,2531
2777,23134,23134,2531
2778,23134,23134,2531
2779,23134,23134,2531
2780,23134,23134,2531
2781,23134,23134,2531
2782,23134,23134,2531
2783,23134,23134,2531
2784,23134,23134,2531
2785,23134,23134,2531
2786,23134,23134,2531
2787,23134,23134,2531
2788,23134,23134,2531
2789,23134,23134,2531
2790,23134,23134,2531
2791,23134,23134,2531
2792,23134,23134,2531
2793,23134,23134,2531
2794,23134,23134,2531
2795,23134,23134,2531
2796,23134,23134,2531
2797,23134,23134,2531
2798,23134,23134,2531
2799,23134,23134,2531
2800,23134,23134,2531
2801,23134,23134,2531
2802,23134,23134,2531
2803,23134,23134,2531
2804,23134,23134,2531
2805,23134,23134,2531
2806,23134,23134,2531
2807,23134,23134,2531
2808,23134,23134,2531
2809,23134,23134,2531
2810,23134,23134,2531
2811,23134,23134,2531
2812,23134,23134,2531
2813,23134,23134,2531
2814,23134,23134,2531
2815,23134,23134,2531
2816,23134,23134,2531
2817,23134,23134,2531
2818,23134,23134,2531
2819,23134,23134,2531
2820,23134,23134,2531
2821,23134,23134,2531
2822,23134,23134,2531
2823,23134,23134,2531
2824,23134,23134,2531
2825,23134,23134,2531
2826,23134,23134,2531
2827,23134,23134,2531
2828,23134,23134,2531
2829,23134,23134,2531
2830,23134,23134,2531
2831,23134,23134,2531
2832,23134,23134,2531
2833,23134,23134,2531
2834,23134,23134,2531
2835,23134,23134,2531
2836,23134,23134,2531
2837,23134,23134,2531
2838,23134,23134,2531
2839,23134,23134,2531
2840,23134,23134,2531
2841,23134,23134,2531
2842,23134,23134,2531
2843,23134,23134,2531
2844,23134,23134,2531
2845,23134,23134,2531
2846,23134,23134,2531
2847,23134,23134,2531
2848,23134,23134,2531
2849,23134,23134,2531
2850,23134,23134,2531
2851,23134,23134,2531
2852,23134,23134,2531
2853,23134,23134,2531
2854,23134,23134,2531
2855,23134,23134,2531
2856,23134,23134,2531
2857,23134,23134,2531
2858,23134,23134,2531
2859,23134,23134,2531
2860,23134,23134,2531
2861,23134,23134,2531
2862,23134,23134,2531
2863,23134,23134,2531
2864,23134,23134,2531
2865,23134,23134,2531
2866,23134,23134,2531
2867,23134,23134,2531
2868,23134,23134,2531
2869,23134,23134,2531
2870,23134,23134,2531
2871,23134,23134,2531
2872,23134,23134,2531
2873,23134,23134,2531
2874,23134,23134,2531
2875,23134,23134,2531
2876,23134,23134,2531
2877,23134,23134,2531
2878,23134,23134,2531
2879,23134,23134,2531
2880,23134,23134,2531
2881,23134,23134,2531
2882,23134,23134,2531
2883,23134,23134,2531
2884,23134,23134,2531
2885,23134,23134,2531
2886,23134,23134,2531
2887,23134,23134,2531
2888,23134,23134,2531
2889,23134,23134,2531
2890,23134,23134,2531
2891,23134,23134,2531
2892,23134,23134,2531
2893,23134,23134,2531
2894,23134,23134,2531
2895,23134,23134,2531
2896,23134,23134,2531
2897,23134,23134,2531
2898,23134,23134,2531
2899,23134,23134,2531
2900,23134,23134,2531
2901,23134,23134,2531
2902,23134,23134,2531
2903,23134,23134,2531
2904,23134,23134,2531
2905,23134,23134,2531
2906,23134,23134,2531
2907,23134,23134,2531
2908,23134,23134,2531
2909,23134,23134,2531
2910,23134,23134,2531
2911,23134,23134,2531
2912,23134,23134,2531
2913,23134,23134,2531
2914,23134,23134,2531
2915,23134,23134,2531
2916,23134,23134,2531
2917,23134,23134,2531
2918,23134,23134,2531
2919,23134,23134,2531
2920,23134,23134,2531
2921,23134,23134,2531
2922,23134,23134,2531
2923,23134,23134,2531
2924,23134,23134,2531
2925,23134,23134,2531
2926,23134,23134,2531
2927,23134,23134,2531
2928,23134,23134,2531
2929,23134,23134,2531
2930,23134,23134,2531
2931,23134,23134,2531
2932,23134,23134,2531
2933,23134,23134,2531
2934,23134,23134,2531
2935,23134,23134,2531
2936,23134,23134,2531
2937,23134,23134,2531
2938,23134,23134,2531
2939,23134,23134,2531
2940,23134,23134,2531
2941,23134,23134,2531
2942,23134,23134,2531
2943,23134,23134,2531
2944,23134,23134,2531
2945,23134,23134,2531
2946,23134,23134,2531
2947,23134,23134,2531
2948,23134,23134,2531
2949,23134,23134,2531
2950,23134,23134,2531
2951,23134,23134,2531
2952,23134,23134,2531
2953,23134,23134,2531
2954,23134,23134,2531
2955,23134,23134,2531
2956,23134,23134,2531
2957,23134,23134,2531
2958,23134,23134,2531
2959,23134,23134,2531
2960,23134,23134,2531
2961,23134,23134,2531
2962,23134,23134,2531
2963,23134,23134,2531
2964,23134,23134,2531
2965,23134,23134,2531
2966,23134,23134,2531
2967,23134,23134,2531
2968,23134,23134,2531
2969,23134,23134,2531
2970,23134,23134,2531
2971,23134,23134,2531
2972,23134,23134,2531
2973,23134,23134,2531
2974,23134,23134,2531
2975,23134,23134,2531
2976,23134,23134,2531
2977,23134,23134,2531
2978,23134,23134,2531
2979,23134,23134,2531
2980,23134,23134,2531
2981,23134,23134,2531
2982,23134,23134,2531
2983,23134,23134,2531
2984,23134,23134,2531
2985,23134,23134,2531
2986,23134,23134,2531
2987,23134,23134,2531
2988,23134,23134,2531
2989,23134,23134,2531
2990,23134,23134,2531
2991,23134,23134,2531
2992,23134,23134,2531
2993,23134,23134,2531
2994,23134,23134,2531
2995,23134,23134,2531
2996,23134,23134,2531
2997,23134,23134,2531
2998,23134,23134,2531
2999,23134,23134,2531
3000,23134,23134,2531
3001,23134,23134,2531
3002,23134,23134,2531
3003,23257,23257,2535
3004,23257,23257,2535
3005,23257,23257,2535
3006,23257,23257,2535
3007,23257,23257,2535
3008,23257,23257,2535
3009,23257,23257,2535
3010,23257,23257,2535
3011,23257,23257,2535
3012,23257,23257,2535
3013,23257,23257,2535
3014,23257,23257,2535
3015,23257,23257,2535
3016,23257,23257,2535
3017,23257,23257,2535
3018,23257,23257,2535
3019,23257,23257,2535
3020,23257,23257,2535
3021,23257,23257,2535
3022,23257,23257,2535
3023,23257,23257,2535
3024,23257,23257,2535
3025,23257,23257,2535
3026,23257,23257,2535
3027,23257,23257,2535
3028,23257,23257,2535
3029,23257,23257,2535
3030,23257,23257,2535
3031,23257,23257,2535
3032,23257,23257,2535
3033,23257,23257,2535
3034,23257,23257,2535
3035,23257,23257,2535
3036,23257,23257,2535
3037,23257,23257,2535
3038,23257,23257,2535
3039,23257,23257,2535
3040,23257,23257,2535
3041,23257,23257,2535
3042,23257,23257,2535
3043,23257,23257,2535
3044,23257,23257,2535
3045,23257,23257,2535
3046,23257,23257,2535
3047,23257,23257,2535
3048,23257,23257,2535
3049,23257,23257,2535
3050,23257,23257,2535
3051,23257,23257,2535
3052,23257,23257,2535
3053,23257,23257,2535
3054,23257,23257,2535
3055,23257,23257,2535
3056,23257,23257,2535
3057,23257,23257,2535
3058,23257,23257,2535
3059,23257,23257,2535
3060,23257,23257,2535
3061,23257,23257,2535
3062,23257,23257,2535
3063,23257,23257,2535
3064,23257,23257,2535
3065,23257,23257,2535
3066,23257,23257,2535
3067,23257,23257,2535
3068,23257,23257,2535
3069,23257,23257,2535
3070,23257,23257,2535
3071,23257,23257,2535
3072,23257,23257,2535
3073,23257,23257,2535
3074,23257,23257,2535
3075,23257,23257,2535
3076,23257,23257,2535
3077,23257,23257,2535
3078,23257,23257,2535
3079,23257,23257,2535
3080,23257,23257,2535
3081,23257,23257,2535
3082,23257,23257,2535
3083,23257,23257,2535
3084,23257,23257,2535
3085,23257,23257,2535
3086,23257,23257,2535
3087,23257,23257,2535
3088,23257,23257,2535
3089,23257,23257,2535
3090,23257,23257,2535
3091,23257,23257,2535
3092,23257,23257,2535
3093,23257,23257,2535
3094,23257,23257,2535
3095,23257,23257,2535
3096,23257,23257,2535
3097,23257,23257,2535
3098,23257,23257,2535
3099,23257,23257,2535
3100,23257,23257,2535
3101,23257,23257,2535
3102,23257,23257,2535
3103,23257,23257,2535
3104,23257,23257,2535
3105,23257,23257,2535
3106,23257,23257,2535
3107,23257,23257,2535
3108,23257,23257,2535
3109,23257,23257,2535
3110,23257,23257,2535
3111,23257,23257,2535
3112,23257,23257,2535
3113,23257,23257,2535
3114,23257,23257,2535
3115,23257,23257,2535
3116,23257,23257,2535
3117,23257,23257,2535
3118,23257,23257,2535
3119,23257,23257,2535
3120,23257,23257,2535
3121,23257,23257,2535
3122,23257,23257,2535
3123,23257,23257,2535
3124,23257,23257,2535
3125,23257,23257,2535
3126,23257,23257,2535
3127,23257,23257,2535
3128,23257,23257,2535
3129,23257,23257,2535
3130,23257,23257,2535
3131,23257,23257,2535
3132,23257,23257,2535
3133,23257,23257,2535
3134,23257,23257,2535
3135,23257,23257,2535
3136,23257,23257,2535
3137,23257,23257,2535
3138,23257,23257,2535
3139,23257,23257,2535
3140,23257,23257,2535
3141,23257,23257,2535
3142,23257,23257,2535
3143,23257,23257,2535
3144,23257,23257,2535
3145,23257,23257,2535
3146,23257,23257,2535
3147,23257,23257,2535
3148,23257,23257,2535
3149,23257,23257,2535
3150,23257,23257,2535
3151,23257,23257,2535
3152,23257,23257,2535
3153,23257,23257,2535
3154,23257,23257,2535
3155,23257,23257,2535
3156,23257,23257,2535
3157,23257,23257,2535
3158,23257,23257,2535
3159,23257,23257,2535
3160,23257,23257,2535
3161,23257,23257,2535
3162,23257,23257,2535
3163,23257,23257,2535
3164,23257,23257,2535
3165,23257,23257,2535
3166,23257,23257,2535
3167,23257,23257,2535
3168,23257,23257,2535
3169,23257,23257,2535
3170,23257,23257,2535
3171,23257,23257,2535
3172,23257,23257,2535
3173,23257,23257,2535
3174,23257,23257,2535
3175,23257,23257,2535
3176,23257,23257,2535
3177,23257,23257,2535
3178,23257,23257,2535
3179,23257,23257,2535
3180,23257,23257,2535
3181,23257,23257,2535
3182,23257,23257,2535
3183,23257,23257,2535
3184,23257,23257,2535
3185,23257,23257,2535
3186,23257,23257,2535
3187,23257,23257,2535
3188,23257,23257,2535
3189,23257,23257,2535
3190,23257,23257,2535
3191,23257,23257,2535
3192,23257,23257,2535
3193,23257,23257,2535
3194,23257,23257,2535
3195,23257,23257,2535
3196,23257,23257,2535
3197,23257,23257,2535
3198,23257,23257,2535
3199,23257,23257,2535
3200,23257,23257,2535
3201,23257,23257,2535
3202,23257,23257,2535
3203,23257,23257,2535
3204,23257,23257,2535
3205,23257,23257,2535
3206,23257,23257,2535
3207,23257,23257,2535
3208,23257,23257,2535
3209,23257,23257,2535
3210,23257,23257,2535
3211,23257,23257,2535
3212,23257,23257,2535
3213,23257,23257,2535
3214,23257,23257,2535
3215,23577,23577,2533
3216,23577,23577,2533
3217,23577,23577,2533
3218,23577,23577,2533
3219,23577,23577,2533
3220,23577,23577,2533
3221,23577,23577,2533
3222,23577,23577,2533
3223,23577,23577,2533
3224,23577,23577,2533
3225,23577,23577,2533
3226,23577,23577,2533
3227,23577,23577,2533
3228,23577,23577,2533
3229,23577,23577,2533
3230,23577,23577,2533
3231,23577,23577,2533
3232,23577,23577,2533
3233,23577,23577,2533
3234,23577,23577,2533
3235,23577,23577,2533
3236,23577,23577,2533
3237,23577,23577,2533
3238,23577,23577,2533
3239,23577,23577,2533
3240,23577,23577,2533
3241,23577,23577,2533
3242,23577,23577,2533
3243,23577,23577,2533
3244,23577,23577,2533
3245,23577,23577,2533
3246,23577,23577,2533
3247,23577,23577,2533
3248,23577,23577,2533
3249,23577,23577,2533
3250,23577,23577,2533
3251,23577,23577,2533
3252,23577,23577,2533
3253,23577,23577,2533
3254,23577,23577,2533
3255,23577,23577,2533
3256,23577,23577,2533
3257,23577,23577,2533
3258,23577,23577,2533
3259,23577,23577,2533
3260,23577,23577,2533
3261,23577,23577,2533
3262,23577,23577,2533
3263,23577,23577,2533
3264,23577,23577,2533
3265,23577,23577,2533
3266,23577,23577,2533
3267,23577,23577,2533
3268,23577,23577,2533
3269,23577,23577,2533
3270,23577,23577,2533
3271,23577,23577,2533
3272,23577,23577,2533
3273,23577,23577,2533
3274,23577,23577,2533
3275,23577,23577,2533
3276,23577,23577,2533
3277,23577,23577,2533
3278,23577,23577,2533
3279,23577,23577,2533
3280,23577,23577,2533
3281,23577,23577,2533
3282,23577,23577,2533
3283,23577,23577,2533
3284,23577,23577,2533
3285,23577,23577,2533
3286,23577,23577,2533
3287,23577,23577,2533
3288,23577,23577,2533
3289,23577,23577,2533
3290,23577,23577,2533
3291,23577,23577,2533
3292,23577,23577,2533
3293,23577,23577,2533
3294,23577,23577,2533
3295,23577,23577,2533
3296,23577,23577,2533
3297,23577,23577,2533
3298,23577,23577,2533
3299,23577,23577,2533
3300,23577,23577,2533
3301,23577,23577,2533
3302,23577,23577,2533
3303,23577,23577,2533
3304,23577,23577,2533
3305,23577,23577,2533
3306,23577,23577,2533
3307,23577,23577,2533
3308,23577,23577,2533
3309,23577,23577,2533
3310,23577,23577,2533
3311,23577,23577,2533
3312,23577,23577,2533
3313,23577,23577,2533
3314,23577,23577,2533
3315,23577,23577,2533
3316,23577,23577,2533
3317,23577,23577,2533
3318,23577,23577,2533
3319,23577,23577,2533
3320,23577,23577,2533
3321,23577,23577,2533
3322,23577,23577,2533
3323,23577,23577,2533
3324,23577,23577,2533
3325,23577,23577,2533
3326,23577,23577,2533
3327,23577,23577,2533
3328,23577,23577,2533
3329,23577,23577,2533
3330,23577,23577,2533
3331,23577,23577,2533
3332,23577,23577,2533
3333,23577,23577,2533
3334,23577,23577,2533
3335,23577,23577,2533
3336,23577,23577,2533
3337,23577,23577,2533
3338,23577,23577,2533
3339,23577,23577,2533
3340,23577,23577,2533
3341,23577,23577,2533
3342,23577,23577,2533
3343,23577,23577,2533
3344,23577,23577,2533
3345,23577,23577,2533
3346,23577,23577,2533
3347,23577,23577,2533
3348,23577,23577,2533
3349,23577,23577,2533
3350,23577,23577,2533
3351,23577,23577,2533
3352,23577,23577,2533
3353,23577,23577,2533
3354,23577,23577,2533
3355,23577,23577,2533
3356,23577,23577,2533
3357,23577,23577,2533
3358,23577,23577,2533
3359,23577,23577,2533
3360,23577,23577,2533
3361,23577,23577,2533
3362,23577,23577,2533
3363,23577,23577,2533
3364,23577,23577,2533
3365,23577,23577,2533
3366,23577,23577,2533
3367,23577,23577,2533
3368,23577,23577,2533
3369,23577,23577,2533
3370,23577,23577,2533
3371,23577,23577,2533
3372,23577,23577,2533
3373,23577,23577,2533
3374,23577,23577,2533
3375,23577,23577,2533
3376,23577,23577,2533
3377,23577,23577,2533
3378,23577,23577,2533
3379,23577,23577,2533
3380,23577,23577,2533
3381,23577,23577,2533
3382,23577,23577,2533
3383,23577,23577,2533
3384,23577,23577,2533
3385,23577,23577,2533
3386,23577,23577,2533
3387,23577,23577,2533
3388,23577,23577,2533
3389,23577,23577,2533
3390,23577,23577,2533
3391,23577,23577,2533
3392,23577,23577,2533
3393,23577,23577,2533
3394,23577,23577,2533
3395,23577,23577,2533
3396,23577,23577,2533
3397,23577,23577,2533
3398,23577,23577,2533
3399,23577,23577,2533
3400,23577,23577,2533
3401,23577,23577,2533
3402,23577,23577,2533
3403,23577,23577,2533
3404,23577,23577,2533
3405,23577,23577,2533
3406,23577,23577,2533
3407,23577,23577,2533
3408,23577,23577,2533
3409,23577,23577,2533
3410,23577,23577,2533
3411,23577,23577,2533
3412,23577,23577,2533
3413,23577,23577,2533
3414,23577,23577,2533
3415,23577,23577,2533
3416,23577,23577,2533
3417,23577,23577,2533
3418,23577,23577,2533
3419,23577,23577,2533
3420,23577,23577,2533
3421,23577,23577,2533
3422,23577,23577,2533
3423,23577,23577,2533
3424,23577,23577,2533
3425,23577,23577,2533
3426,23577,23577,2533
3427,23577,23577,2533
3428,23577,23577,2533
3429,23577,23577,2533
3430,23577,23577,2533
3431,23577,23577,2533
3432,23577,23577,2533
3433,23577,23577,2533
3434,23577,23577,2533
3435,23577,23577,2533
3436,23577,23577,2533
3437,23577,23577,2533
3438,23577,23577,2533
3439,23577,23577,2533
3440,23577,23577,2533
3441,23577,23577,2533
3442,23577,23577,2533
3443,23577,23577,2533
3444,23577,23577,2533
3445,23577,23577,2533
3446,23577,23577,2533
3447,23577,23577,2533
3448,23577,23577,2533
3449,23577,23577,2533
3450,23577,23577,2533
3451,23577,23577,2533
3452,23871,23871,2539
3453,23871,23871,2539
3454,23871,23871,2539
3455,23871,23871,2539
3456,23871,23871,2539
3457,23871,23871,2539
3458,23871,23871,2539
3459,23871,23871,2539
3460,23871,23871,2539
3461,23871,23871,2539
3462,23871,23871,2539
3463,23871,23871,2539
3464,23871,23871,2539
3465,23871,23871,2539
3466,23871,23871,2539
3467,23871,23871,2539
3468,23871,23871,2539
3469,23871,23871,2539
3470,23871,23871,2539
3471,23871,23871,2539
3472,23871,23871,2539
3473,23871,23871,2539
3474,23871,23871,2539
3475,23871,23871,2539
3476,23871,23871,2539
3477,23871,23871,2539
3478,23871,23871,2539
3479,23871,23871,2539
3480,23871,23871,2539
3481,23871,23871,2539
3482,23871,23871,2539
3483,23871,23871,2539
3484,23871,23871,2539
3485,23871,23871,2539
3486,23871,23871,2539
3487,23871,23871,2539
3488,23871,23871,2539
3489,23871,23871,2539
3490,23871,23871,2539
3491,23871,23871,2539
3492,23871,23871,2539
3493,23871,23871,2539
3494,23871,23871,2539
3495,23871,23871,2539
3496,23871,23871,2539
3497,23871,23871,2539
3498,23871,23871,2539
3499,23871,23871,2539
3500,23871,23871,2539
3501,23871,23871,2539
3502,23871,23871,2539
3503,23871,23871,2539
3504,23871,23871,2539
3505,23871,23871,2539
3506,23871,23871,2539
3507,23871,23871,2539
3508,23871,23871,2539
3509,23871,23871,2539
3510,23871,23871,2539
3511,23871,23871,2539
3512,23871,23871,2539
3513,23871,23871,2539
3514,23871,23871,2539
3515,23871,23871,2539
3516,23871,23871,2539
3517,23871,23871,2539
3518,23871,23871,2539
3519,23871,23871,2539
3520,23871,23871,2539
3521,23871,23871,2539
3522,23871,23871,2539
3523,23871,23871,2539
3524,23871,23871,2539
3525,23871,23871,2539
3526,23871,23871,2539
3527,23871,23871,2539
3528,23871,23871,2539
3529,23871,23871,2539
3530,23871,23871,2539
3531,23871,23871,2539
3532,23871,23871,2539
3533,23871,23871,2539
3534,23871,23871,2539
3535,23871,23871,2539
3536,23871,23871,2539
3537,23871,23871,2539
3538,23871,23871,2539
3539,23871,23871,2539
3540,23871,23871,2539
3541,23871,23871,2539
3542,23871,23871,2539
3543,23871,23871,2539
3544,23871,23871,2539
3545,23871,23871,2539
3546,23871,23871,2539
3547,23871,23871,2539
3548,23871,23871,2539
3549,23871,23871,2539
3550,23871,23871,2539
3551,23871,23871,2539
3552,23871,23871,2539
3553,23871,23871,2539
3554,23871,23871,2539
3555,23871,23871,2539
3556,23871,23871,2539
3557,23871,23871,2539
3558,23871,23871,2539
3559,23871,23871,2539
3560,23871,23871,2539
3561,23871,23871,2539
3562,23871,23871,2539
3563,23871,23871,2539
3564,23871,23871,2539
3565,23871,23871,2539
3566,23871,23871,2539
3567,23871,23871,2539
