iteration,current_objective,best_objective
7127,25433,25433
7128,25433,25433
7129,25433,25433
7130,25433,25433
7131,25433,25433
7132,25433,25433
7133,25433,25433
7134,25433,25433
7135,25433,25433
7136,25433,25433
7137,25433,25433
7138,25433,25433
7139,25433,25433
7140,25433,25433
7141,25433,25433
7142,25433,25433
7143,25433,25433
7144,25433,25433
7145,25433,25433
7146,25433,25433
7147,25433,25433
7148,25433,25433
7149,25433,25433
7150,25433,25433
7151,25433,25433
7152,25433,25433
7153,25433,25433
7154,25433,25433
7155,25433,25433
7156,25433,25433
7157,25433,25433
7158,25433,25433
7159,25433,25433
7160,25433,25433
7161,25433,25433
7162,25433,25433
7163,25433,25433
7164,25433,25433
7165,25433,25433
7166,25433,25433
7167,25433,25433
7168,25433,25433
7169,25433,25433
7170,25433,25433
7171,25433,25433
7172,25433,25433
7173,25433,25433
7174,25433,25433
7175,25433,25433
7176,25433,25433
7177,25433,25433
7178,25433,25433
7179,25433,25433
7180,25433,25433
7181,25433,25433
7182,25433,25433
7183,25433,25433
7184,25433,25433
7185,25433,25433
7186,25433,25433
7187,25433,25433
7188,25433,25433
7189,25433,25433
7190,25433,25433
7191,25433,25433
7192,25433,25433
7193,25433,25433
7194,25433,25433
7195,25433,25433
7196,25433,25433
7197,25433,25433
7198,25433,25433
7199,25433,25433
7200,25433,25433
7201,25433,25433
7202,25433,25433
7203,25433,25433
7204,25433,25433
7205,25433,25433
7206,25433,25433
7207,25433,25433
7208,25433,25433
7209,25433,25433
7210,25433,25433
7211,25433,25433
7212,25433,25433
7213,25433,25433
7214,25433,25433
7215,25433,25433
7216,25433,25433
7217,25433,25433
7218,25433,25433
7219,25433,25433
7220,25433,25433
7221,25433,25433
7222,25433,25433
7223,25433,25433
7224,25433,25433
7225,25433,25433
7226,25433,25433
7227,25433,25433
7228,25433,25433
7229,25433,25433
7230,25433,25433
7231,25433,25433
7232,25433,25433
7233,25433,25433
7234,25433,25433
7235,25433,25433
7236,25433,25433
7237,25433,25433
7238,25433,25433
7239,25433,25433
7240,25433,25433
7241,25433,25433
7242,25433,25433
7243,25433,25433
7244,25433,25433
7245,25433,25433
7246,25433,25433
7247,25433,25433
7248,25433,25433
7249,25433,25433
7250,25433,25433
7251,25433,25433
7252,25433,25433
7253,25433,25433
7254,25433,25433
7255,25433,25433
7256,25433,25433
7257,25433,25433
7258,25433,25433
7259,25433,25433
7260,25433,25433
7261,25433,25433
7262,25433,25433
7263,25433,25433
7264,25433,25433
7265,25433,25433
7266,25433,25433
7267,25433,25433
7268,25433,25433
7269,25433,25433
7270,25433,25433
7271,25433,25433
7272,25433,25433
7273,25433,25433
7274,25433,25433
7275,25433,25433
7276,25433,25433
7277,25433,25433
7278,25433,25433
7279,25433,25433
7280,25433,25433
7281,25433,25433
7282,25433,25433
7283,25433,25433
7284,25433,25433
7285,25433,25433
7286,25433,25433
7287,25433,25433
7288,25433,25433
7289,25433,25433
7290,25433,25433
7291,25433,25433
7292,25433,25433
7293,25433,25433
7294,25433,25433
7295,25433,25433
7296,25433,25433
7297,25433,25433
7298,25433,25433
7299,25433,25433
7300,25433,25433
7301,25433,25433
7302,25433,25433
7303,25433,25433
7304,25433,25433
7305,25433,25433
7306,25433,25433
7307,25433,25433
7308,25433,25433
7309,25433,25433
7310,25433,25433
7311,25433,25433
7312,25433,25433
7313,25433,25433
7314,25433,25433
7315,25433,25433
7316,25433,25433
7317,25433,25433
7318,25433,25433
7319,25433,25433
7320,25433,25433
7321,25504,25504
7322,25504,25504
7323,25504,25504
7324,25504,25504
7325,25504,25504
7326,25504,25504
7327,25504,25504
7328,25504,25504
7329,25504,25504
7330,25504,25504
7331,25504,25504
7332,25504,25504
7333,25504,25504
7334,25504,25504
7335,25504,25504
7336,25504,25504
7337,25504,25504
7338,25504,25504
7339,25504,25504
7340,25504,25504
7341,25504,25504
7342,25504,25504
7343,25504,25504
7344,25504,25504
7345,25504,25504
7346,25504,25504
7347,25504,25504
7348,25504,25504
7349,25504,25504
7350,25504,25504
7351,25504,25504
7352,25504,25504
7353,25504,25504
7354,25504,25504
7355,25504,25504
7356,25504,25504
7357,25504,25504
7358,25504,25504
7359,25504,25504
7360,25504,25504
7361,25504,25504
7362,25504,25504
7363,25504,25504
7364,25504,25504
7365,25504,25504
7366,25504,25504
7367,25504,25504
7368,25504,25504
7369,25504,25504
7370,25504,25504
7371,25504,25504
7372,25504,25504
7373,25504,25504
7374,25504,25504
7375,25504,25504
7376,25504,25504
7377,25504,25504
7378,25504,25504
7379,25504,25504
7380,25504,25504
7381,25504,25504
7382,25504,25504
7383,25504,25504
7384,25504,25504
7385,25504,25504
7386,25504,25504
7387,25504,25504
7388,25504,25504
7389,25504,25504
7390,25504,25504
7391,25504,25504
7392,25504,25504
7393,25504,25504
7394,25504,25504
7395,25504,25504
7396,25504,25504
7397,25504,25504
7398,25504,25504
7399,25504,25504
7400,25504,25504
7401,25504,25504
7402,25504,25504
7403,25504,25504
7404,25504,25504
7405,25504,25504
7406,25504,25504
7407,25504,25504
7408,25504,25504
7409,25504,25504
7410,25504,25504
7411,25504,25504
7412,25504,25504
7413,25504,25504
7414,25504,25504
7415,25504,25504
7416,25504,25504
7417,25504,25504
7418,25504,25504
7419,25504,25504
7420,25504,25504
7421,25504,25504
7422,25504,25504
7423,25504,25504
7424,25504,25504
7425,25504,25504
7426,25504,25504
7427,25504,25504
7428,25504,25504
7429,25504,25504
7430,25504,25504
7431,25504,25504
7432,25504,25504
7433,25504,25504
7434,25504,25504
7435,25504,25504
7436,25504,25504
7437,25504,25504
7438,25504,25504
7439,25504,25504
7440,25504,25504
7441,25504,25504
7442,25504,25504
7443,25504,25504
7444,25504,25504
7445,25504,25504
7446,25504,25504
7447,25504,25504
7448,25504,25504
7449,25504,25504
7450,25504,25504
7451,25504,25504
7452,25504,25504
7453,25504,25504
7454,25504,25504
7455,25504,25504
7456,25504,25504
7457,25504,25504
7458,25504,25504
7459,25504,25504
7460,25504,25504
7461,25504,25504
7462,25504,25504
7463,25504,25504
7464,25504,25504
7465,25504,25504
7466,25504,25504
7467,25504,25504
7468,25504,25504
7469,25504,25504
7470,25504,25504
7471,25504,25504
7472,25504,25504
7473,25504,25504
7474,25504,25504
7475,25504,25504
7476,25504,25504
7477,25504,25504
7478,25504,25504
7479,25504,25504
7480,25504,25504
7481,25504,25504
7482,25504,25504
7483,25504,25504
7484,25504,25504
7485,25504,25504
7486,25504,25504
7487,25504,25504
7488,25504,25504
7489,25504,25504
7490,25504,25504
7491,25504,25504
7492,25504,25504
7493,25504,25504
7494,25504,25504
7495,25504,25504
7496,25504,25504
7497,25504,25504
7498,25504,25504
7499,25504,25504
7500,25504,25504
7501,25504,25504
7502,25504,25504
7503,25504,25504
7504,25504,25504
7505,25504,25504
7506,25504,25504
7507,25504,25504
7508,25504,25504
7509,25504,25504
7510,25504,25504
7511,25504,25504
7512,25504,25504
7513,25504,25504
7514,25504,25504
7515,25504,25504
7516,25504,25504
7517,25504,25504
7518,25504,25504
7519,25504,25504
7520,25504,25504
7521,25504,25504
7522,25504,25504
7523,25504,25504
7524,25504,25504
7525,25504,25504
7526,25504,25504
7527,25504,25504
7528,25504,25504
7529,25504,25504
7530,25504,25504
7531,25504,25504
7532,25504,25504
7533,25504,25504
7534,25504,25504
7535,25504,25504
7536,25504,25504
7537,25504,25504
7538,25504,25504
7539,25504,25504
7540,25504,25504
7541,25504,25504
7542,25504,25504
7543,25504,25504
7544,25504,25504
7545,25504,25504
7546,25504,25504
7547,25504,25504
7548,25504,25504
7549,25504,25504
7550,25504,25504
7551,25504,25504
7552,25504,25504
7553,25504,25504
7554,25504,25504
7555,25504,25504
7556,25504,25504
7557,25504,25504
7558,25504,25504
7559,25504,25504
7560,25504,25504
7561,25504,25504
7562,25504,25504
7563,25504,25504
7564,25504,25504
7565,25504,25504
7566,25504,25504
7567,25504,25504
7568,25504,25504
7569,25504,25504
7570,25504,25504
7571,25504,25504
7572,25504,25504
7573,25504,25504
7574,25504,25504
7575,25504,25504
7576,25504,25504
7577,25504,25504
7578,25504,25504
7579,25504,25504
7580,25504,25504
7581,25504,25504
7582,25504,25504
7583,25504,25504
7584,25504,25504
7585,25504,25504
7586,25504,25504
7587,25504,25504
7588,25504,25504
7589,25504,25504
7590,25504,25504
7591,25504,25504
7592,25504,25504
7593,25504,25504
7594,25504,25504
7595,25504,25504
7596,25504,25504
7597,25504,25504
7598,25504,25504
7599,25504,25504
7600,25504,25504
7601,25504,25504
7602,25504,25504
7603,25504,25504
7604,25504,25504
7605,25504,25504
7606,25504,25504
7607,25504,25504
7608,25504,25504
7609,25504,25504
7610,25504,25504
7611,25504,25504
7612,25504,25504
7613,25504,25504
7614,25504,25504
7615,25504,25504
7616,25504,25504
7617,25504,25504
7618,25504,25504
7619,25504,25504
7620,25504,25504
7621,25504,25504
7622,25504,25504
7623,25504,25504
7624,25504,25504
7625,25504,25504
7626,25504,25504
7627,25504,25504
7628,25504,25504
7629,25504,25504
7630,25504,25504
7631,25504,25504
7632,25504,25504
7633,25504,25504
7634,25504,25504
7635,25504,25504
7636,25504,25504
7637,25504,25504
7638,25504,25504
7639,25504,25504
7640,25504,25504
7641,25504,25504
7642,25504,25504
7643,25504,25504
7644,25504,25504
7645,25504,25504
7646,25504,25504
7647,25504,25504
7648,25504,25504
7649,25504,25504
7650,25504,25504
7651,25504,25504
7652,25504,25504
7653,25504,25504
7654,25504,25504
7655,25504,25504
7656,25504,25504
7657,25504,25504
7658,25504,25504
7659,25504,25504
7660,25504,25504
7661,25504,25504
7662,25504,25504
7663,25504,25504
7664,25504,25504
7665,25504,25504
7666,25504,25504
7667,25504,25504
7668,25504,25504
7669,25504,25504
7670,25504,25504
7671,25504,25504
7672,25504,25504
7673,25504,25504
7674,25504,25504
7675,25504,25504
7676,25504,25504
7677,25504,25504
7678,25504,25504
7679,25504,25504
7680,25504,25504
7681,25504,25504
7682,25504,25504
7683,25504,25504
7684,25504,25504
7685,25504,25504
7686,25504,25504
7687,25504,25504
7688,25504,25504
7689,25504,25504
7690,25504,25504
7691,25504,25504
7692,25504,25504
7693,25504,25504
7694,25504,25504
7695,25504,25504
7696,25504,25504
7697,25504,25504
7698,25504,25504
7699,25504,25504
7700,25504,25504
7701,25504,25504
7702,25504,25504
7703,25504,25504
7704,25504,25504
7705,25504,25504
7706,25504,25504
7707,25504,25504
7708,25504,25504
7709,25504,25504
7710,25504,25504
7711,25504,25504
7712,25504,25504
7713,25504,25504
7714,25504,25504
7715,25504,25504
7716,25504,25504
7717,25504,25504
7718,25504,25504
7719,25504,25504
7720,25504,25504
7721,25504,25504
7722,25504,25504
7723,25504,25504
7724,25504,25504
7725,25504,25504
7726,25504,25504
7727,25504,25504
7728,25504,25504
7729,25504,25504
7730,25504,25504
7731,25504,25504
7732,25504,25504
7733,25504,25504
7734,25504,25504
7735,25504,25504
7736,25504,25504
7737,25504,25504
7738,25504,25504
7739,25504,25504
7740,25504,25504
7741,25504,25504
7742,25504,25504
7743,25504,25504
7744,25504,25504
7745,25504,25504
7746,25504,25504
7747,25504,25504
7748,25504,25504
7749,25504,25504
7750,25504,25504
7751,25504,25504
7752,25504,25504
7753,25504,25504
7754,25504,25504
7755,25504,25504
7756,25504,25504
7757,25504,25504
7758,25504,25504
7759,25504,25504
7760,25504,25504
7761,25504,25504
7762,25504,25504
7763,25504,25504
7764,25504,25504
7765,25504,25504
7766,25504,25504
7767,25504,25504
7768,25504,25504
7769,25504,25504
7770,25504,25504
7771,25504,25504
7772,25504,25504
7773,25504,25504
7774,25504,25504
7775,25504,25504
7776,25504,25504
7777,25504,25504
7778,25504,25504
7779,25504,25504
7780,25504,25504
7781,25504,25504
7782,25504,25504
7783,25504,25504
7784,25504,25504
7785,25504,25504
7786,25504,25504
7787,25504,25504
7788,25504,25504
7789,25504,25504
7790,25504,25504
7791,25504,25504
7792,25504,25504
7793,25504,25504
7794,25504,25504
7795,25504,25504
7796,25504,25504
7797,25504,25504
7798,25504,25504
7799,25504,25504
7800,25504,25504
7801,25504,25504
7802,25504,25504
7803,25504,25504
7804,25504,25504
7805,25504,25504
7806,25504,25504
7807,25504,25504
7808,25504,25504
7809,25504,25504
7810,25504,25504
7811,25504,25504
7812,25504,25504
7813,25504,25504
7814,25504,25504
7815,25504,25504
7816,25504,25504
7817,25504,25504
7818,25504,25504
7819,25504,25504
7820,25504,25504
7821,25504,25504
7822,25504,25504
7823,25504,25504
7824,25504,25504
7825,25504,25504
7826,25504,25504
7827,25504,25504
7828,25504,25504
7829,25504,25504
7830,25504,25504
7831,25504,25504
7832,25504,25504
7833,25504,25504
7834,25504,25504
7835,25504,25504
7836,25504,25504
7837,25504,25504
7838,25504,25504
7839,25504,25504
7840,25504,25504
7841,25504,25504
7842,25504,25504
7843,25504,25504
7844,25504,25504
7845,25504,25504
7846,25504,25504
7847,25504,25504
7848,25504,25504
7849,25504,25504
7850,25504,25504
7851,25504,25504
7852,25504,25504
7853,25504,25504
7854,25504,25504
7855,25504,25504
7856,25504,25504
7857,25504,25504
7858,25504,25504
7859,25504,25504
7860,25504,25504
7861,25504,25504
7862,25504,25504
7863,25504,25504
7864,25504,25504
7865,25504,25504
7866,25504,25504
7867,25504,25504
7868,25504,25504
7869,25504,25504
7870,25504,25504
7871,25504,25504
7872,25504,25504
7873,25504,25504
7874,25504,25504
7875,25504,25504
7876,25504,25504
7877,25504,25504
7878,25504,25504
7879,25504,25504
7880,25504,25504
7881,25504,25504
7882,25504,25504
7883,25504,25504
7884,25504,25504
7885,25504,25504
7886,25504,25504
7887,25504,25504
7888,25504,25504
7889,25504,25504
7890,25504,25504
7891,25504,25504
7892,25504,25504
7893,25504,25504
7894,25504,25504
7895,25504,25504
7896,25504,25504
7897,25504,25504
7898,25504,25504
7899,25504,25504
7900,25504,25504
7901,25504,25504
7902,25504,25504
7903,25504,25504
7904,25504,25504
7905,25504,25504
7906,25504,25504
7907,25504,25504
7908,25504,25504
7909,25504,25504
7910,25504,25504
7911,25504,25504
7912,25504,25504
7913,25504,25504
7914,25504,25504
7915,25504,25504
7916,25504,25504
7917,25504,25504
7918,25504,25504
7919,25504,25504
7920,25504,25504
7921,25504,25504
7922,25504,25504
7923,25504,25504
7924,25504,25504
7925,25504,25504
7926,25504,25504
7927,25504,25504
7928,25504,25504
7929,25504,25504
7930,25504,25504
7931,25504,25504
7932,25504,25504
7933,25504,25504
7934,25504,25504
7935,25504,25504
7936,25504,25504
7937,25504,25504
7938,25504,25504
7939,25504,25504
7940,25504,25504
7941,25504,25504
7942,25504,25504
7943,25504,25504
7944,25504,25504
7945,25504,25504
7946,25504,25504
7947,25504,25504
7948,25504,25504
7949,25504,25504
7950,25504,25504
7951,25504,25504
7952,25504,25504
7953,25504,25504
7954,25504,25504
7955,25504,25504
7956,25504,25504
7957,25504,25504
7958,25504,25504
7959,25504,25504
7960,25504,25504
7961,25504,25504
7962,25504,25504
7963,25504,25504
7964,25504,25504
7965,25504,25504
7966,25504,25504
7967,25504,25504
7968,25504,25504
7969,25504,25504
7970,25504,25504
7971,25504,25504
7972,25504,25504
7973,25504,25504
7974,25504,25504
7975,25504,25504
7976,25504,25504
7977,25504,25504
7978,25504,25504
7979,25504,25504
7980,25504,25504
7981,25504,25504
7982,25504,25504
7983,25504,25504
7984,25504,25504
7985,25504,25504
7986,25504,25504
7987,25504,25504
7988,25504,25504
7989,25504,25504
7990,25504,25504
7991,25504,25504
7992,25504,25504
7993,25504,25504
7994,25504,25504
7995,25504,25504
7996,25504,25504
7997,25504,25504
7998,25504,25504
7999,25504,25504
8000,25504,25504
8001,25504,25504
8002,25504,25504
8003,25504,25504
8004,25504,25504
8005,25504,25504
8006,25504,25504
8007,25504,25504
8008,25504,25504
8009,25504,25504
8010,25515,25515
8011,25515,25515
8012,25515,25515
8013,25515,25515
8014,25515,25515
8015,25515,25515
8016,25515,25515
8017,25515,25515
8018,25515,25515
8019,25515,25515
8020,25515,25515
8021,25515,25515
8022,25515,25515
8023,25515,25515
8024,25515,25515
8025,25515,25515
8026,25515,25515
8027,25515,25515
8028,25515,25515
8029,25515,25515
8030,25515,25515
8031,25515,25515
8032,25515,25515
8033,25515,25515
8034,25515,25515
8035,25515,25515
8036,25515,25515
8037,25515,25515
8038,25515,25515
8039,25515,25515
8040,25515,25515
8041,25515,25515
8042,25515,25515
8043,25515,25515
8044,25515,25515
8045,25515,25515
8046,25515,25515
8047,25515,25515
8048,25515,25515
8049,25515,25515
8050,25515,25515
8051,25515,25515
8052,25515,25515
8053,25515,25515
8054,25515,25515
8055,25515,25515
8056,25515,25515
8057,25515,25515
8058,25515,25515
8059,25515,25515
8060,25515,25515
8061,25515,25515
8062,25515,25515
8063,25515,25515
8064,25515,25515
8065,25515,25515
8066,25515,25515
8067,25515,25515
8068,25515,25515
8069,25515,25515
8070,25515,25515
8071,25515,25515
8072,25515,25515
8073,25515,25515
8074,25515,25515
8075,25515,25515
8076,25515,25515
8077,25515,25515
8078,25515,25515
8079,25515,25515
8080,25515,25515
8081,25515,25515
8082,25515,25515
8083,25515,25515
8084,25515,25515
8085,25515,25515
8086,25515,25515
8087,25515,25515
8088,25515,25515
8089,25515,25515
8090,25515,25515
8091,25515,25515
8092,25515,25515
8093,25515,25515
8094,25515,25515
8095,25515,25515
8096,25515,25515
8097,25515,25515
8098,25515,25515
8099,25515,25515
8100,25515,25515
8101,25515,25515
8102,25515,25515
8103,25515,25515
8104,25515,25515
8105,25515,25515
8106,25515,25515
8107,25515,25515
8108,25515,25515
8109,25515,25515
8110,25515,25515
8111,25515,25515
8112,25515,25515
8113,25515,25515
8114,25515,25515
8115,25515,25515
8116,25515,25515
8117,25515,25515
8118,25555,25555
8119,25555,25555
8120,25555,25555
8121,25555,25555
8122,25555,25555
8123,25555,25555
8124,25555,25555
8125,25555,25555
8126,25555,25555
8127,25555,25555
8128,25555,25555
8129,25555,25555
8130,25555,25555
8131,25555,25555
8132,25555,25555
8133,25555,25555
8134,25555,25555
8135,26001,26001
8136,26001,26001
8137,26001,26001
8138,26001,26001
8139,26001,26001
8140,26001,26001
8141,26001,26001
8142,26001,26001
8143,26001,26001
8144,26001,26001
8145,26001,26001
8146,26001,26001
8147,26001,26001
8148,26001,26001
8149,26001,26001
8150,26001,26001
8151,26001,26001
8152,26001,26001
8153,26001,26001
8154,26001,26001
8155,26001,26001
8156,26001,26001
8157,26001,26001
8158,26001,26001
8159,26001,26001
8160,26001,26001
8161,26001,26001
8162,26001,26001
8163,26001,26001
8164,26001,26001
8165,26001,26001
8166,26001,26001
8167,26001,26001
8168,26001,26001
8169,26001,26001
8170,26001,26001
8171,26001,26001
8172,26001,26001
8173,26001,26001
8174,26001,26001
8175,26001,26001
8176,26001,26001
8177,26001,26001
8178,26001,26001
8179,26001,26001
8180,26001,26001
8181,26001,26001
8182,26001,26001
8183,26001,26001
8184,26001,26001
8185,26001,26001
8186,26001,26001
8187,26001,26001
8188,26001,26001
8189,26001,26001
8190,26001,26001
8191,26001,26001
8192,26001,26001
8193,26001,26001
8194,26001,26001
8195,26001,26001
8196,26001,26001
8197,26001,26001
8198,26001,26001
8199,26001,26001
8200,26001,26001
8201,26001,26001
8202,26001,26001
8203,26001,26001
8204,26001,26001
8205,26001,26001
8206,26001,26001
8207,26001,26001
8208,26001,26001
8209,26001,26001
8210,26001,26001
8211,26001,26001
8212,26001,26001
8213,26001,26001
8214,26001,26001
8215,26001,26001
8216,26001,26001
8217,26001,26001
8218,26001,26001
8219,26001,26001
8220,26001,26001
8221,26001,26001
8222,26001,26001
8223,26001,26001
8224,26001,26001
8225,26001,26001
8226,26001,26001
8227,26001,26001
8228,26001,26001
8229,26001,26001
8230,26001,26001
8231,26001,26001
8232,26001,26001
8233,26001,26001
8234,26001,26001
8235,26001,26001
8236,26001,26001
8237,26001,26001
8238,26001,26001
8239,26001,26001
8240,26001,26001
8241,26001,26001
8242,26001,26001
8243,26001,26001
8244,26001,26001
8245,26001,26001
8246,26001,26001
8247,26001,26001
8248,26001,26001
8249,26001,26001
8250,26001,26001
8251,26001,26001
8252,26001,26001
8253,26001,26001
8254,26001,26001
8255,26001,26001
8256,26001,26001
8257,26001,26001
8258,26001,26001
8259,26001,26001
8260,26001,26001
8261,26001,26001
8262,26001,26001
8263,26001,26001
8264,26001,26001
8265,26001,26001
8266,26001,26001
8267,26001,26001
8268,26001,26001
8269,26001,26001
8270,26001,26001
8271,26001,26001
8272,26001,26001
8273,26001,26001
8274,26001,26001
8275,26001,26001
8276,26001,26001
8277,26001,26001
8278,26001,26001
8279,26001,26001
8280,26001,26001
8281,26001,26001
8282,26001,26001
8283,26001,26001
8284,26001,26001
8285,26001,26001
8286,26001,26001
8287,26001,26001
8288,26001,26001
8289,26001,26001
8290,26001,26001
8291,26001,26001
8292,26001,26001
8293,26001,26001
8294,26001,26001
8295,26001,26001
8296,26001,26001
8297,26001,26001
8298,26001,26001
8299,26001,26001
8300,26001,26001
8301,26001,26001
8302,26001,26001
8303,26001,26001
8304,26001,26001
8305,26001,26001
8306,26001,26001
8307,26001,26001
8308,26001,26001
8309,26001,26001
8310,26001,26001
8311,26001,26001
8312,26001,26001
8313,26001,26001
8314,26001,26001
8315,26001,26001
8316,26001,26001
8317,26001,26001
8318,26001,26001
8319,26001,26001
8320,26001,26001
8321,26001,26001
8322,26001,26001
8323,26001,26001
8324,26001,26001
8325,26001,26001
8326,26001,26001
8327,26001,26001
8328,26001,26001
8329,26001,26001
8330,26001,26001
8331,26001,26001
8332,26001,26001
8333,26001,26001
8334,26001,26001
8335,26001,26001
8336,26001,26001
8337,26001,26001
8338,26001,26001
8339,26001,26001
8340,26001,26001
8341,26001,26001
8342,26001,26001
8343,26001,26001
8344,26001,26001
8345,26001,26001
8346,26001,26001
8347,26001,26001
8348,26001,26001
8349,26001,26001
8350,26001,26001
8351,26001,26001
8352,26001,26001
8353,26001,26001
8354,26001,26001
8355,26001,26001
8356,26001,26001
8357,26001,26001
8358,26001,26001
8359,26001,26001
8360,26001,26001
8361,26001,26001
8362,26001,26001
8363,26001,26001
8364,26001,26001
8365,26001,26001
8366,26001,26001
8367,26001,26001
8368,26001,26001
8369,26001,26001
8370,26001,26001
8371,26001,26001
8372,26001,26001
8373,26001,26001
8374,26001,26001
8375,26001,26001
8376,26001,26001
8377,26001,26001
8378,26001,26001
8379,26001,26001
8380,26001,26001
8381,26001,26001
8382,26001,26001
8383,26001,26001
8384,26001,26001
8385,26001,26001
8386,26001,26001
8387,26001,26001
8388,26001,26001
8389,26001,26001
8390,26001,26001
8391,26001,26001
8392,26001,26001
8393,26001,26001
8394,26001,26001
8395,26001,26001
8396,26001,26001
8397,26001,26001
8398,26001,26001
8399,26001,26001
8400,26001,26001
8401,26001,26001
8402,26001,26001
8403,26001,26001
8404,26001,26001
8405,26001,26001
8406,26001,26001
8407,26001,26001
8408,26001,26001
8409,26001,26001
8410,26001,26001
8411,26001,26001
8412,26001,26001
8413,26001,26001
8414,26001,26001
8415,26001,26001
8416,26001,26001
8417,26001,26001
8418,26001,26001
8419,26001,26001
8420,26001,26001
8421,26001,26001
8422,26001,26001
8423,26001,26001
8424,26001,26001
8425,26001,26001
8426,26001,26001
8427,26001,26001
8428,26001,26001
8429,26001,26001
8430,26001,26001
8431,26001,26001
8432,26001,26001
8433,26001,26001
8434,26001,26001
8435,26001,26001
8436,26001,26001
8437,26001,26001
8438,26001,26001
8439,26001,26001
8440,26001,26001
8441,26001,26001
8442,26001,26001
8443,26001,26001
8444,26001,26001
8445,26001,26001
8446,26001,26001
8447,26001,26001
8448,26001,26001
8449,26001,26001
8450,26001,26001
8451,26001,26001
8452,26001,26001
8453,26001,26001
8454,26001,26001
8455,26001,26001
8456,26001,26001
8457,26001,26001
8458,26001,26001
8459,26001,26001
8460,26001,26001
8461,26001,26001
8462,26001,26001
8463,26001,26001
8464,26001,26001
8465,26001,26001
8466,26001,26001
8467,26001,26001
8468,26001,26001
8469,26001,26001
8470,26001,26001
8471,26001,26001
8472,26001,26001
8473,26001,26001
8474,26001,26001
8475,26001,26001
8476,26001,26001
8477,26001,26001
8478,26001,26001
8479,26001,26001
8480,26001,26001
8481,26001,26001
8482,26001,26001
8483,26001,26001
8484,26001,26001
8485,26001,26001
8486,26001,26001
8487,26001,26001
8488,26001,26001
8489,26001,26001
8490,26001,26001
8491,26001,26001
8492,26001,26001
8493,26001,26001
8494,26001,26001
8495,26001,26001
8496,26001,26001
8497,26001,26001
8498,26001,26001
8499,26001,26001
8500,26001,26001
8501,26001,26001
8502,26001,26001
8503,26001,26001
8504,26001,26001
8505,26001,26001
8506,26001,26001
8507,26001,26001
8508,26001,26001
8509,26001,26001
8510,26001,26001
8511,26001,26001
8512,26001,26001
8513,26001,26001
8514,26001,26001
8515,26001,26001
8516,26001,26001
8517,26001,26001
8518,26001,26001
8519,26001,26001
8520,26001,26001
8521,26001,26001
8522,26001,26001
8523,26001,26001
8524,26001,26001
8525,26001,26001
8526,26001,26001
8527,26001,26001
8528,26001,26001
8529,26001,26001
8530,26001,26001
8531,26001,26001
8532,26001,26001
8533,26001,26001
8534,26001,26001
8535,26001,26001
8536,26001,26001
8537,26001,26001
8538,26001,26001
8539,26001,26001
8540,26001,26001
8541,26001,26001
8542,26001,26001
8543,26001,26001
8544,26001,26001
8545,26001,26001
8546,26001,26001
8547,26001,26001
8548,26001,26001
8549,26001,26001
8550,26001,26001
8551,26001,26001
8552,26001,26001
8553,26001,26001
8554,26001,26001
8555,26001,26001
8556,26001,26001
8557,26001,26001
8558,26001,26001
8559,26001,26001
8560,26001,26001
8561,26001,26001
8562,26001,26001
8563,26001,26001
8564,26001,26001
8565,26001,26001
8566,26001,26001
8567,26001,26001
8568,26001,26001
8569,26001,26001
8570,26001,26001
8571,26001,26001
8572,26001,26001
8573,26001,26001
8574,26001,26001
8575,26001,26001
8576,26001,26001
8577,26001,26001
8578,26001,26001
8579,26001,26001
8580,26001,26001
8581,26001,26001
8582,26001,26001
8583,26001,26001
8584,26001,26001
8585,26001,26001
8586,26001,26001
8587,26001,26001
8588,26001,26001
8589,26001,26001
8590,26001,26001
8591,26001,26001
8592,26001,26001
8593,26001,26001
8594,26001,26001
8595,26001,26001
8596,26001,26001
8597,26001,26001
8598,26001,26001
8599,26001,26001
8600,26001,26001
8601,26001,26001
8602,26001,26001
8603,26001,26001
8604,26001,26001
8605,26001,26001
8606,26001,26001
8607,26001,26001
8608,26001,26001
8609,26001,26001
8610,26001,26001
8611,26001,26001
8612,26001,26001
8613,26001,26001
8614,26001,26001
8615,26001,26001
8616,26001,26001
8617,26001,26001
8618,26001,26001
8619,26001,26001
8620,26001,26001
8621,26001,26001
8622,26001,26001
8623,26001,26001
8624,26001,26001
8625,26001,26001
8626,26001,26001
8627,26001,26001
8628,26001,26001
8629,26001,26001
8630,26001,26001
8631,26001,26001
8632,26001,26001
8633,26001,26001
8634,26001,26001
8635,26001,26001
8636,26001,26001
8637,26001,26001
8638,26001,26001
8639,26001,26001
8640,26001,26001
8641,26001,26001
8642,26001,26001
8643,26001,26001
8644,26001,26001
8645,26001,26001
8646,26001,26001
8647,26001,26001
8648,26001,26001
8649,26001,26001
8650,26001,26001
8651,26001,26001
8652,26001,26001
8653,26001,26001
8654,26001,26001
8655,26001,26001
8656,26001,26001
8657,26001,26001
8658,26001,26001
8659,26001,26001
8660,26001,26001
8661,26001,26001
8662,26001,26001
8663,26001,26001
8664,26001,26001
8665,26001,26001
8666,26001,26001
8667,26001,26001
8668,26001,26001
8669,26001,26001
8670,26001,26001
8671,26001,26001
8672,26001,26001
8673,26001,26001
8674,26001,26001
8675,26001,26001
8676,26001,26001
8677,26001,26001
8678,26001,26001
8679,26001,26001
8680,26001,26001
